,timeNumber,timePoint,geno.decomp,genotype,predicted.values,standard.errors,plantingDate,DAP
665,2,6/13/2018,Ki3/NC356,Y149,8.016841043,0.934879309,3/14/2018,91
666,2,6/13/2018,Ki3/NC356,Y150,5.688297517,0.935156843,3/14/2018,91
667,2,6/13/2018,Ki3/NC356,Y151,5.415846856,0.935680572,3/14/2018,91
668,2,6/13/2018,Ki3/NC356,Y152,6.349954214,0.935712346,3/14/2018,91
669,2,6/13/2018,Ki3/NC356,Y153,8.42764418,0.935284735,3/14/2018,91
670,2,6/13/2018,Ki3/NC356,Y154,7.280804855,0.936368102,3/14/2018,91
671,2,6/13/2018,Ki3/NC356,Y155,7.727542583,0.937038434,3/14/2018,91
672,2,6/13/2018,Ki3/NC356,Y156,5.282327373,0.935643748,3/14/2018,91
673,2,6/13/2018,Ki3/NC356,Y157,7.003784415,0.934680357,3/14/2018,91
674,2,6/13/2018,Ki3/NC356,Y158,5.013385657,0.935693126,3/14/2018,91
675,2,6/13/2018,Ki3/NC356,Y159,6.50650932,0.937059151,3/14/2018,91
676,2,6/13/2018,Ki3/NC356,Y160,5.634981236,0.936833241,3/14/2018,91
677,2,6/13/2018,Ki3/NC356,Y161,7.152862477,0.934752483,3/14/2018,91
678,2,6/13/2018,Ki3/NC356,Y162,6.279415089,0.936683837,3/14/2018,91
679,2,6/13/2018,Ki3/NC356,Y163,6.453478966,0.934608523,3/14/2018,91
680,2,6/13/2018,Ki3/NC356,Y164,6.483763799,0.934814175,3/14/2018,91
681,2,6/13/2018,Ki3/NC356,Y165,5.681105614,0.934552644,3/14/2018,91
682,2,6/13/2018,Ki3/NC356,Y166,4.80221853,0.935622186,3/14/2018,91
683,2,6/13/2018,Ki3/NC356,Y167,8.05795237,0.935908175,3/14/2018,91
684,2,6/13/2018,Ki3/NC356,Y456,3.926472593,1.014718336,3/14/2018,91
685,2,6/13/2018,Ki3/NC356,Y457,5.534516437,0.93727495,3/14/2018,91
686,2,6/13/2018,Ki3/NC356,Y458,10.79631734,0.936787052,3/14/2018,91
687,2,6/13/2018,Ki3/NC356,Y459,4.974015787,0.935756529,3/14/2018,91
688,2,6/13/2018,Ki3/NC356,Y460,5.709274008,0.935397031,3/14/2018,91
689,2,6/13/2018,Ki3/NC356,Y461,8.664827579,0.93454222,3/14/2018,91
690,2,6/13/2018,Ki3/NC356,Y462,6.298488993,0.935751108,3/14/2018,91
691,2,6/13/2018,Ki3/NC356,Y463,4.915473977,0.935566086,3/14/2018,91
692,2,6/13/2018,Ki3/NC356,Y464,9.450910584,0.936259073,3/14/2018,91
693,2,6/13/2018,Ki3/NC356,Y465,8.673230732,0.934815327,3/14/2018,91
694,2,6/13/2018,Ki3/NC356,Y466,5.545488066,0.935983159,3/14/2018,91
695,2,6/13/2018,Ki3/NC356,Y467,6.290286047,0.937809203,3/14/2018,91
696,2,6/13/2018,Ki3/NC356,Y468,4.919854235,0.936124859,3/14/2018,91
697,2,6/13/2018,Ki3/NC356,Y469,6.051397181,0.937158081,3/14/2018,91
698,2,6/13/2018,Ki3/NC356,Y470,4.776279861,0.936549142,3/14/2018,91
699,2,6/13/2018,Ki3/NC356,Y471,5.78036976,0.935346663,3/14/2018,91
700,2,6/13/2018,Ki3/NC356,Y472,7.101973891,0.934845326,3/14/2018,91
701,2,6/13/2018,Ki3/NC356,Y473,7.130012488,0.936236249,3/14/2018,91
702,2,6/13/2018,Ki3/NC356,Y474,4.920865507,0.935102185,3/14/2018,91
703,2,6/13/2018,Ki3/NC356,Y475,7.671169945,0.937281487,3/14/2018,91
704,2,6/13/2018,Ki3/NC356,Y476,6.043854663,0.935916786,3/14/2018,91
705,2,6/13/2018,Ki3/NC356,Y477,5.644582804,0.936775364,3/14/2018,91
706,2,6/13/2018,Ki3/NC356,Y478,5.656585913,0.936700121,3/14/2018,91
707,2,6/13/2018,Ki3/NC356,Y479,5.62844202,0.935623821,3/14/2018,91
708,2,6/13/2018,Ki3/NC356,Y480,6.12251581,0.937174234,3/14/2018,91
709,2,6/13/2018,Ki3/NC356,Y481,6.164457795,0.935301291,3/14/2018,91
710,2,6/13/2018,Ki3/NC356,Y482,6.867389977,0.936465688,3/14/2018,91
711,2,6/13/2018,Ki3/NC356,Y483,5.615491778,0.935213421,3/14/2018,91
712,2,6/13/2018,Ki3/NC356,Y484,6.997320439,0.935784186,3/14/2018,91
713,2,6/13/2018,Ki3/NC356,Y485,8.679001617,0.935771559,3/14/2018,91
714,2,6/13/2018,Ki3/NC356,Y486,6.078665112,0.936997134,3/14/2018,91
715,2,6/13/2018,Ki3/NC356,Y487,5.690816563,0.936024421,3/14/2018,91
716,2,6/13/2018,Ki3/NC356,Y488,7.813911285,0.936042467,3/14/2018,91
717,2,6/13/2018,Ki3/NC356,Y489,5.313447332,0.935360807,3/14/2018,91
718,2,6/13/2018,Ki3/NC356,Y490,7.007857989,0.936107683,3/14/2018,91
719,2,6/13/2018,Ki3/NC356,Y491,6.337317449,0.935144044,3/14/2018,91
720,2,6/13/2018,Ki3/NC356,Y492,5.615743209,0.93820388,3/14/2018,91
721,2,6/13/2018,Ki3/NC356,Y493,7.083293729,0.935147627,3/14/2018,91
722,2,6/13/2018,Ki3/NC356,Y494,7.099502787,0.935892384,3/14/2018,91
723,2,6/13/2018,Ki3/NC356,Y495,6.101881821,0.936711461,3/14/2018,91
724,2,6/13/2018,Ki3/NC356,Y496,5.627222457,0.935253653,3/14/2018,91
725,2,6/13/2018,Ki3/NC356,Y497,6.192576233,0.935561106,3/14/2018,91
726,2,6/13/2018,Ki3/NC356,Y498,7.207254739,0.937688308,3/14/2018,91
727,2,6/13/2018,Ki3/NC356,Y499,7.257725908,0.936453627,3/14/2018,91
728,2,6/13/2018,Ki3/NC356,Y500,7.25749725,0.937012986,3/14/2018,91
729,2,6/13/2018,Ki3/NC356,Y501,5.585050211,0.938316716,3/14/2018,91
730,2,6/13/2018,Ki3/NC356,Y502,5.422753724,0.936985839,3/14/2018,91
731,2,6/13/2018,Ki3/NC356,Y503,6.394746087,0.935077252,3/14/2018,91
732,2,6/13/2018,Ki3/NC356,Y504,7.000255647,0.935429513,3/14/2018,91
733,2,6/13/2018,Ki3/NC356,Y505,7.617212194,0.93528886,3/14/2018,91
734,2,6/13/2018,Ki3/NC356,Y506,5.595457755,0.93659537,3/14/2018,91
735,2,6/13/2018,Ki3/NC356,Y507,6.436788657,0.935837597,3/14/2018,91
736,2,6/13/2018,Ki3/NC356,Y508,5.296475558,0.936913956,3/14/2018,91
737,2,6/13/2018,Ki3/NC356,Y509,7.063811654,0.935458739,3/14/2018,91
738,2,6/13/2018,Ki3/NC356,Y510,5.615435564,0.936317958,3/14/2018,91
739,2,6/13/2018,Ki3/NC356,Y511,8.552492206,0.935287656,3/14/2018,91
740,2,6/13/2018,Ki3/NC356,Y512,5.661657723,0.93809836,3/14/2018,91
741,2,6/13/2018,Ki3/NC356,Y513,6.420942568,0.937010756,3/14/2018,91
742,2,6/13/2018,Ki3/NC356,Y514,5.689952442,0.93502968,3/14/2018,91
743,2,6/13/2018,Ki3/NC356,Y515,6.380673397,0.935251842,3/14/2018,91
744,2,6/13/2018,Ki3/NC356,Y516,5.486913406,0.936157575,3/14/2018,91
745,2,6/13/2018,Ki3/NC356,Y517,5.748781661,0.935813082,3/14/2018,91
746,2,6/13/2018,Ki3/NC356,Y518,5.741280211,0.935344268,3/14/2018,91
747,2,6/13/2018,Ki3/NC356,Y519,10.69222038,0.936545737,3/14/2018,91
748,2,6/13/2018,Ki3/NC356,Y520,6.211904351,0.934772397,3/14/2018,91
749,2,6/13/2018,Ki3/NC356,Y521,5.465136686,0.938192397,3/14/2018,91
750,2,6/13/2018,Ki3/NC356,Y522,4.626769884,0.936217702,3/14/2018,91
751,2,6/13/2018,Ki3/NC356,Y523,7.128261226,0.93526717,3/14/2018,91
752,2,6/13/2018,Ki3/NC356,Y524,7.11183299,0.936103795,3/14/2018,91
753,2,6/13/2018,Ki3/NC356,Y525,5.441200092,0.935569738,3/14/2018,91
754,2,6/13/2018,Ki3/NC356,Y526,8.350073949,0.935826586,3/14/2018,91
755,2,6/13/2018,Ki3/NC356,Y527,7.042997002,0.935518272,3/14/2018,91
756,2,6/13/2018,LH82/LAMA,Y168,8.769476126,0.963123934,3/14/2018,91
757,2,6/13/2018,LH82/LAMA,Y169,5.724725321,0.892971623,3/14/2018,91
758,2,6/13/2018,LH82/LAMA,Y170,5.726049397,0.894006628,3/14/2018,91
759,2,6/13/2018,LH82/LAMA,Y171,6.363390245,0.89287531,3/14/2018,91
760,2,6/13/2018,LH82/LAMA,Y172,6.382970279,0.895666931,3/14/2018,91
761,2,6/13/2018,LH82/LAMA,Y173,5.732344207,0.893149693,3/14/2018,91
762,2,6/13/2018,LH82/LAMA,Y174,14.64296379,0.893725255,3/14/2018,91
763,2,6/13/2018,LH82/LAMA,Y175,5.807580092,0.892974433,3/14/2018,91
764,2,6/13/2018,LH82/LAMA,Y176,5.622647143,0.892788753,3/14/2018,91
765,2,6/13/2018,LH82/LAMA,Y177,6.603369104,0.961038813,3/14/2018,91
766,2,6/13/2018,LH82/LAMA,Y178,5.81523219,0.895796181,3/14/2018,91
767,2,6/13/2018,LH82/LAMA,Y179,5.736136387,0.892922447,3/14/2018,91
768,2,6/13/2018,LH82/LAMA,Y180,5.736685422,0.89445751,3/14/2018,91
769,2,6/13/2018,LH82/LAMA,Y181,6.278268417,0.894720899,3/14/2018,91
770,2,6/13/2018,LH82/LAMA,Y182,5.560872135,0.895354101,3/14/2018,91
771,2,6/13/2018,LH82/LAMA,Y183,5.806821324,0.894109668,3/14/2018,91
772,2,6/13/2018,LH82/LAMA,Y184,5.897440032,0.892789141,3/14/2018,91
773,2,6/13/2018,LH82/LAMA,Y185,5.792837433,0.893139443,3/14/2018,91
774,2,6/13/2018,LH82/LAMA,Y186,5.751106893,0.892977966,3/14/2018,91
775,2,6/13/2018,LH82/LAMA,Y187,7.150461857,0.894417615,3/14/2018,91
776,2,6/13/2018,LH82/LAMA,Y188,5.753334799,0.895746661,3/14/2018,91
777,2,6/13/2018,LH82/LAMA,Y189,7.019181199,0.894409907,3/14/2018,91
778,2,6/13/2018,LH82/LAMA,Y190,5.784059476,0.892896533,3/14/2018,91
779,2,6/13/2018,LH82/LAMA,Y191,6.458648062,0.894958443,3/14/2018,91
780,2,6/13/2018,LH82/LAMA,Y192,5.62982852,0.892534487,3/14/2018,91
781,2,6/13/2018,LH82/LAMA,Y193,5.996429853,0.892825418,3/14/2018,91
782,2,6/13/2018,LH82/LAMA,Y194,5.919165973,0.894528825,3/14/2018,91
783,2,6/13/2018,LH82/LAMA,Y195,6.185412486,0.893956655,3/14/2018,91
784,2,6/13/2018,LH82/LAMA,Y196,5.811652258,0.892561078,3/14/2018,91
785,2,6/13/2018,LH82/LAMA,Y197,5.966265861,0.89400757,3/14/2018,91
786,2,6/13/2018,LH82/LAMA,Y198,6.992811858,0.891935172,3/14/2018,91
787,2,6/13/2018,LH82/LAMA,Y199,5.90897774,0.893970685,3/14/2018,91
788,2,6/13/2018,LH82/LAMA,Y200,5.77886556,0.89276738,3/14/2018,91
789,2,6/13/2018,LH82/LAMA,Y201,6.52639702,0.892977908,3/14/2018,91
790,2,6/13/2018,LH82/LAMA,Y202,5.762087957,0.893409591,3/14/2018,91
791,2,6/13/2018,LH82/LAMA,Y203,5.864732696,0.895925921,3/14/2018,91
792,2,6/13/2018,LH82/LAMA,Y204,5.720893746,0.892102707,3/14/2018,91
793,2,6/13/2018,LH82/LAMA,Y205,5.899840978,0.893013617,3/14/2018,91
794,2,6/13/2018,LH82/LAMA,Y206,5.890070457,0.892842643,3/14/2018,91
795,2,6/13/2018,LH82/LAMA,Y207,5.415404678,0.894033273,3/14/2018,91
796,2,6/13/2018,LH82/LAMA,Y208,5.998275384,0.893899577,3/14/2018,91
797,2,6/13/2018,LH82/LAMA,Y209,4.976318859,0.892853007,3/14/2018,91
798,2,6/13/2018,LH82/LAMA,Y210,5.703698028,0.892015987,3/14/2018,91
799,2,6/13/2018,LH82/LAMA,Y211,6.507075982,0.894131088,3/14/2018,91
800,2,6/13/2018,LH82/LAMA,Y212,5.850155163,0.893630379,3/14/2018,91
801,2,6/13/2018,LH82/LAMA,Y213,5.729170193,0.892985244,3/14/2018,91
802,2,6/13/2018,LH82/LAMA,Y214,6.300932201,0.893059127,3/14/2018,91
803,2,6/13/2018,LH82/LAMA,Y215,5.83328759,0.892922851,3/14/2018,91
804,2,6/13/2018,LH82/LAMA,Y216,5.743600686,0.892850565,3/14/2018,91
805,2,6/13/2018,LH82/LAMA,Y217,5.876063776,0.893793563,3/14/2018,91
806,2,6/13/2018,LH82/LAMA,Y218,5.660922594,0.894027766,3/14/2018,91
807,2,6/13/2018,LH82/LAMA,Y219,7.195144919,0.892934006,3/14/2018,91
808,2,6/13/2018,LH82/LAMA,Y220,5.466679182,0.893497987,3/14/2018,91
809,2,6/13/2018,LH82/LAMA,Y221,5.870896546,0.89256696,3/14/2018,91
810,2,6/13/2018,LH82/LAMA,Y222,5.82373713,0.895348725,3/14/2018,91
811,2,6/13/2018,LH82/LAMA,Y223,5.754766041,0.892637083,3/14/2018,91
812,2,6/13/2018,LH82/LAMA,Y224,6.944904686,0.89272664,3/14/2018,91
813,2,6/13/2018,LH82/LAMA,Y225,5.235787056,0.893256368,3/14/2018,91
814,2,6/13/2018,LH82/LAMA,Y226,5.73049724,0.893070879,3/14/2018,91
815,2,6/13/2018,LH82/LAMA,Y227,5.843647218,0.892643027,3/14/2018,91
816,2,6/13/2018,LH82/LAMA,Y228,5.822410232,0.893957465,3/14/2018,91
817,2,6/13/2018,LH82/LAMA,Y229,6.359191403,0.89280766,3/14/2018,91
818,2,6/13/2018,LH82/LAMA,Y230,7.186790803,0.892582551,3/14/2018,91
819,2,6/13/2018,LH82/LAMA,Y231,6.961789856,0.893673513,3/14/2018,91
820,2,6/13/2018,LH82/LAMA,Y232,6.336155263,0.894380783,3/14/2018,91
821,2,6/13/2018,LH82/LAMA,Y233,6.485555965,0.894262497,3/14/2018,91
822,2,6/13/2018,LH82/LAMA,Y234,7.705108739,0.892955703,3/14/2018,91
823,2,6/13/2018,LH82/LAMA,Y235,6.522930502,0.89514272,3/14/2018,91
824,2,6/13/2018,LH82/LAMA,Y236,5.770970691,0.893873098,3/14/2018,91
825,2,6/13/2018,LH82/LAMA,Y237,6.382629379,0.892401665,3/14/2018,91
826,2,6/13/2018,LH82/LAMA,Y238,6.47353874,0.892448831,3/14/2018,91
827,2,6/13/2018,LH82/LAMA,Y239,5.832813726,0.893154553,3/14/2018,91
828,2,6/13/2018,LH82/LAMA,Y240,5.750524303,0.892661727,3/14/2018,91
829,2,6/13/2018,LH82/LAMA,Y241,7.19601689,0.895593532,3/14/2018,91
830,2,6/13/2018,LH82/LAMA,Y242,6.357329392,0.892860502,3/14/2018,91
831,2,6/13/2018,LH82/LAMA,Y243,7.893533132,0.892874898,3/14/2018,91
832,2,6/13/2018,LH82/LAMA,Y244,6.38982572,0.893930224,3/14/2018,91
833,2,6/13/2018,LH82/LAMA,Y245,6.91980497,0.894153878,3/14/2018,91
834,2,6/13/2018,LH82/LAMA,Y246,5.896461397,0.960745236,3/14/2018,91
835,2,6/13/2018,LH82/LAMA,Y247,5.973010598,0.894914325,3/14/2018,91
836,2,6/13/2018,LH82/LAMA,Y248,6.401235019,0.892409232,3/14/2018,91
837,2,6/13/2018,LH82/LAMA,Y249,7.214703363,0.893222877,3/14/2018,91
838,2,6/13/2018,LH82/LAMA,Y250,6.340952223,0.892270176,3/14/2018,91
839,2,6/13/2018,LH82/LAMA,Y251,5.861592257,0.894203118,3/14/2018,91
840,2,6/13/2018,LH82/LAMA,Y252,5.797256749,0.894748789,3/14/2018,91
841,2,6/13/2018,LH82/LAMA,Y253,6.981783538,0.894087268,3/14/2018,91
842,2,6/13/2018,LH82/LAMA,Y254,5.722422451,0.893650593,3/14/2018,91
843,2,6/13/2018,LH82/LAMA,Y255,6.252415241,0.892971861,3/14/2018,91
844,2,6/13/2018,LH82/LAMA,Y256,5.632980523,0.895027388,3/14/2018,91
845,2,6/13/2018,LH82/LAMA,Y257,5.89565777,0.894009584,3/14/2018,91
846,2,6/13/2018,LH82/LAMA,Y258,5.755418795,0.893901732,3/14/2018,91
847,2,6/13/2018,LH82/LAMA,Y259,5.5564406,0.894778801,3/14/2018,91
848,2,6/13/2018,LH82/LAMA,Y260,5.623156297,0.891964773,3/14/2018,91
849,2,6/13/2018,LH82/LAMA,Y261,5.723249311,0.892843055,3/14/2018,91
850,2,6/13/2018,LH82/LAMA,Y262,5.761923387,0.894696896,3/14/2018,91
851,2,6/13/2018,LH82/LAMA,Y263,5.629290924,0.893872503,3/14/2018,91
852,2,6/13/2018,LH82/LAMA,Y264,5.920292995,0.893309312,3/14/2018,91
853,2,6/13/2018,LH82/LAMA,Y265,7.022867872,0.893594127,3/14/2018,91
854,2,6/13/2018,LH82/LAMA,Y266,6.511943539,0.895217053,3/14/2018,91
855,2,6/13/2018,LH82/LAMA,Y267,6.301565456,0.894093574,3/14/2018,91
856,2,6/13/2018,LH82/LAMA,Y268,6.48729737,0.893991921,3/14/2018,91
857,2,6/13/2018,LH82/LAMA,Y269,5.722111583,0.892779033,3/14/2018,91
858,2,6/13/2018,LH82/LAMA,Y270,6.885597225,0.895847267,3/14/2018,91
859,2,6/13/2018,LH82/LAMA,Y271,7.081058387,0.893988858,3/14/2018,91
860,2,6/13/2018,LH82/LAMA,Y272,5.90426344,0.893087934,3/14/2018,91
861,2,6/13/2018,LH82/LAMA,Y273,5.895135245,0.89256567,3/14/2018,91
862,2,6/13/2018,LH82/LAMA,Y274,6.327572439,0.894899988,3/14/2018,91
863,2,6/13/2018,LH82/LAMA,Y275,6.392445322,0.897326157,3/14/2018,91
864,2,6/13/2018,LH82/LAMA,Y276,5.70030091,0.892561631,3/14/2018,91
865,2,6/13/2018,LH82/LAMA,Y277,6.041731356,1.046577417,3/14/2018,91
866,2,6/13/2018,LH82/LAMA,Y278,6.329110074,0.894207545,3/14/2018,91
867,2,6/13/2018,LH82/LAMA,Y279,6.474391062,0.892918696,3/14/2018,91
868,2,6/13/2018,LH82/LAMA,Y280,6.441220713,0.893142543,3/14/2018,91
869,2,6/13/2018,LH82/LAMA,Y281,6.546003791,0.892242811,3/14/2018,91
870,2,6/13/2018,LH82/LAMA,Y282,11.80865601,0.894428033,3/14/2018,91
871,2,6/13/2018,LH82/LAMA,Y283,7.146543956,0.892497634,3/14/2018,91
872,2,6/13/2018,LH82/LAMA,Y284,5.714386252,0.893375891,3/14/2018,91
873,2,6/13/2018,LH82/LAMA,Y285,6.315053219,0.894564168,3/14/2018,91
874,2,6/13/2018,LH82/LAMA,Y286,5.166497109,0.892538683,3/14/2018,91
875,2,6/13/2018,LH82/LAMA,Y287,6.820099137,0.8933942,3/14/2018,91
876,2,6/13/2018,LH82/LAMA,Y288,5.898094902,0.892623018,3/14/2018,91
877,2,6/13/2018,LH82/LAMA,Y289,5.563768533,0.893758526,3/14/2018,91
878,2,6/13/2018,LH82/LAMA,Y290,5.843782923,0.963115288,3/14/2018,91
879,2,6/13/2018,LH82/LAMA,Y291,6.383516597,0.893846096,3/14/2018,91
880,2,6/13/2018,LH82/LAMA,Y292,6.284286663,0.892869624,3/14/2018,91
881,2,6/13/2018,LH82/LAMA,Y293,5.803048029,0.892851419,3/14/2018,91
882,2,6/13/2018,LH82/LAMA,Y294,6.419297046,0.89308694,3/14/2018,91
883,2,6/13/2018,LH82/LAMA,Y295,6.621225265,0.893671637,3/14/2018,91
884,2,6/13/2018,LH82/LAMA,Y296,5.82302134,0.893276794,3/14/2018,91
885,2,6/13/2018,LH82/LAMA,Y297,5.79717924,0.89341832,3/14/2018,91
886,2,6/13/2018,LH82/LAMA,Y298,5.790162915,0.893020031,3/14/2018,91
887,2,6/13/2018,LH82/LAMA,Y299,4.989464602,0.895424385,3/14/2018,91
888,2,6/13/2018,LH82/LAMA,Y300,5.802274321,0.894260447,3/14/2018,91
889,2,6/13/2018,LH82/LAMA,Y301,6.465662171,0.893569519,3/14/2018,91
890,2,6/13/2018,LH82/LAMA,Y302,6.197226255,0.894557627,3/14/2018,91
891,2,6/13/2018,LH82/LAMA,Y303,6.356447131,0.894114914,3/14/2018,91
892,2,6/13/2018,LH82/LAMA,Y304,6.919430551,0.892646898,3/14/2018,91
893,2,6/13/2018,LH82/LAMA,Y305,5.622873727,0.893020965,3/14/2018,91
894,2,6/13/2018,LH82/LAMA,Y306,6.392186931,0.892772921,3/14/2018,91
895,2,6/13/2018,LH82/LAMA,Y307,5.707450968,0.892834386,3/14/2018,91
896,2,6/13/2018,LH82/LAMA,Y308,5.992248539,0.89353622,3/14/2018,91
897,2,6/13/2018,LH82/LAMA,Y309,5.801611276,0.895437173,3/14/2018,91
898,2,6/13/2018,LH82/LAMA,Y310,5.855816073,0.893989007,3/14/2018,91
899,2,6/13/2018,LH82/LAMA,Y311,5.220505546,0.895170698,3/14/2018,91
900,2,6/13/2018,LH82/LAMA,Y312,5.570601683,0.960731798,3/14/2018,91
901,2,6/13/2018,LH82/LAMA,Y313,4.353929506,1.047905544,3/14/2018,91
902,2,6/13/2018,LH82/LAMA,Y314,5.965657543,0.961530419,3/14/2018,91
903,2,6/13/2018,LH82/LAMA,Y315,6.514436819,0.894127215,3/14/2018,91
904,2,6/13/2018,LH82/LAMA,Y316,6.332313043,0.893338216,3/14/2018,91
905,2,6/13/2018,LH82/LAMA,Y317,5.654432735,0.960684513,3/14/2018,91
906,2,6/13/2018,LH82/LAMA,Y318,5.842601652,0.893595254,3/14/2018,91
907,2,6/13/2018,LH82/LAMA,Y319,5.843058136,0.892992732,3/14/2018,91
908,2,6/13/2018,LH82/LAMA,Y320,6.873430742,0.894994493,3/14/2018,91
909,2,6/13/2018,LH82/LAMA,Y321,5.752087788,0.891977051,3/14/2018,91
910,2,6/13/2018,LH82/LAMA,Y322,5.664463355,0.894079901,3/14/2018,91
911,2,6/13/2018,LH82/LAMA,Y323,6.377134408,0.892767511,3/14/2018,91
912,2,6/13/2018,LH82/LAMA,Y324,5.545911611,0.89232579,3/14/2018,91
913,2,6/13/2018,LH82/LAMA,Y325,6.459672866,0.893538356,3/14/2018,91
914,2,6/13/2018,LH82/LAMA,Y326,5.762085146,0.894359994,3/14/2018,91
915,2,6/13/2018,LH82/LAMA,Y327,6.492417374,0.894144562,3/14/2018,91
916,2,6/13/2018,LH82/LAMA,Y328,7.117691454,0.891912945,3/14/2018,91
917,2,6/13/2018,LH82/LAMA,Y329,6.462392358,0.893880995,3/14/2018,91
918,2,6/13/2018,LH82/LAMA,Y330,6.533748209,0.893689756,3/14/2018,91
919,2,6/13/2018,LH82/LAMA,Y331,6.432857529,0.893533295,3/14/2018,91
920,2,6/13/2018,LH82/LAMA,Y332,6.413902953,0.893977285,3/14/2018,91
921,2,6/13/2018,LH82/LAMA,Y333,5.568634631,0.894537287,3/14/2018,91
922,2,6/13/2018,LH82/LAMA,Y334,7.137115228,0.893068296,3/14/2018,91
923,2,6/13/2018,LH82/LAMA,Y335,6.650875107,0.962751316,3/14/2018,91
924,2,6/13/2018,LH82/LAMA,Y336,5.8437756,0.893251577,3/14/2018,91
925,2,6/13/2018,LH82/LAMA,Y337,5.757734934,0.894252786,3/14/2018,91
926,2,6/13/2018,LH82/LAMA,Y338,6.638528026,0.893849383,3/14/2018,91
927,2,6/13/2018,LH82/LAMA,Y339,6.040717506,0.90058778,3/14/2018,91
928,2,6/13/2018,LH82/LAMA,Y340,5.859418647,0.89483512,3/14/2018,91
929,2,6/13/2018,LH82/LAMA,Y341,7.775695041,0.894503015,3/14/2018,91
930,2,6/13/2018,LH82/LAMA,Y342,5.81154585,0.892644689,3/14/2018,91
931,2,6/13/2018,LH82/LAMA,Y343,5.166772555,0.892302168,3/14/2018,91
932,2,6/13/2018,LH82/LAMA,Y344,6.975493414,0.893606951,3/14/2018,91
933,2,6/13/2018,LH82/LAMA,Y345,7.12371063,0.892261711,3/14/2018,91
934,2,6/13/2018,Tx740/NC356,Y346,6.568960552,1.092086874,3/14/2018,91
935,2,6/13/2018,Tx740/NC356,Y347,4.363578299,1.092070161,3/14/2018,91
936,2,6/13/2018,Tx740/NC356,Y348,7.043445543,1.095441851,3/14/2018,91
937,2,6/13/2018,Tx740/NC356,Y349,5.748316943,1.092338759,3/14/2018,91
938,2,6/13/2018,Tx740/NC356,Y351,5.302485506,1.098954731,3/14/2018,91
939,2,6/13/2018,Tx740/NC356,Y352,5.554776542,1.092191498,3/14/2018,91
940,2,6/13/2018,Tx740/NC356,Y353,7.491089637,1.094670387,3/14/2018,91
941,2,6/13/2018,Tx740/NC356,Y354,3.360295146,1.223264153,3/14/2018,91
942,2,6/13/2018,Tx740/NC356,Y355,9.101447683,1.101819707,3/14/2018,91
943,2,6/13/2018,Tx740/NC356,Y356,6.051265818,1.093101146,3/14/2018,91
944,2,6/13/2018,Tx740/NC356,Y357,5.954756703,1.092923159,3/14/2018,91
945,2,6/13/2018,Tx740/NC356,Y359,4.511845673,1.093478026,3/14/2018,91
946,2,6/13/2018,Tx740/NC356,Y360,8.668495302,1.091602651,3/14/2018,91
947,2,6/13/2018,Tx740/NC356,Y361,6.687263155,1.099893284,3/14/2018,91
948,2,6/13/2018,Tx740/NC356,Y362,3.087765387,1.092009202,3/14/2018,91
949,2,6/13/2018,Tx740/NC356,Y363,3.166935362,1.095701078,3/14/2018,91
950,2,6/13/2018,Tx740/NC356,Y364,2.962842987,1.094397314,3/14/2018,91
951,2,6/13/2018,Tx740/NC356,Y365,8.975272254,1.09089624,3/14/2018,91
952,2,6/13/2018,Tx740/NC356,Y366,6.008189658,1.093316399,3/14/2018,91
953,2,6/13/2018,Tx740/NC356,Y367,17.13809324,1.093288002,3/14/2018,91
954,2,6/13/2018,Tx740/NC356,Y368,8.074355367,1.095096677,3/14/2018,91
955,2,6/13/2018,Tx740/NC356,Y369,4.726505161,1.094156152,3/14/2018,91
956,2,6/13/2018,Tx740/NC356,Y370,5.811033465,1.096737109,3/14/2018,91
957,2,6/13/2018,Tx740/NC356,Y371,4.865324629,1.095356063,3/14/2018,91
958,2,6/13/2018,Tx740/NC356,Y372,9.982524816,1.095618126,3/14/2018,91
959,2,6/13/2018,Tx740/NC356,Y373,5.162568705,1.09587288,3/14/2018,91
960,2,6/13/2018,Tx740/NC356,Y374,3.630800287,1.093871203,3/14/2018,91
961,2,6/13/2018,Tx740/NC356,Y375,2.83655263,1.092118457,3/14/2018,91
962,2,6/13/2018,Tx740/NC356,Y376,3.735238798,1.100547936,3/14/2018,91
963,2,6/13/2018,Tx740/NC356,Y377,6.523741115,1.09283587,3/14/2018,91
964,2,6/13/2018,Tx740/NC356,Y378,4.431217465,1.093196844,3/14/2018,91
965,2,6/13/2018,Tx740/NC356,Y379,3.859004167,1.091173982,3/14/2018,91
966,2,6/13/2018,Tx740/NC356,Y380,8.602507654,1.09114746,3/14/2018,91
967,2,6/13/2018,Tx740/NC356,Y381,4.683233182,1.091629127,3/14/2018,91
968,2,6/13/2018,Tx740/NC356,Y382,7.506137379,1.092686915,3/14/2018,91
969,2,6/13/2018,Tx740/NC356,Y383,8.702244169,1.095630636,3/14/2018,91
970,2,6/13/2018,Tx740/NC356,Y384,3.703012564,1.094026079,3/14/2018,91
971,2,6/13/2018,Tx740/NC356,Y385,6.636838817,1.097487513,3/14/2018,91
972,2,6/13/2018,Tx740/NC356,Y386,5.847075204,1.093529573,3/14/2018,91
973,2,6/13/2018,Tx740/NC356,Y387,5.392715945,1.092232548,3/14/2018,91
974,2,6/13/2018,Tx740/NC356,Y388,6.009076609,1.096760349,3/14/2018,91
